yearArticle, authorArticle, year, authorFirst, authorLast, authors, article, number, line
"2014","Andersson, Claes","2001","Oyama Susan","Oyama Susan","Oyama Susan","15","1","Oyama Susan, 2001, CYCLES CONTINGENCY."
"2014","Andersson, Claes","2002","Pahl-Wostl C.","Pahl-Wostl C.","Pahl-Wostl C.","15","1","Pahl-Wostl C., 2002, INTEGRATED ASSESSMEN, V2, P239."
"2014","Andersson, Claes","2009","Ragin C. C.","Ragin C. C.","Ragin C. C.","15","1","Ragin C. C., 2009, SAGE HDB CASE BASED, P522."
"2014","Andersson, Claes","2008","Read DW","Read DW","Read DW","15","1","Read DW, 2008, EVOL PSYCHOL-US, V6, P676."
"2014","Andersson, Claes","1992","REED M","REED M","REED M","15","1","REED M, 1992, J THEOR SOC BEHAV, V22, P353, DOI 10.1111/j.1468-5914.1992.tb00224.x."
"2014","Andersson, Claes","1973","RITTEL HWJ","RITTEL HWJ","RITTEL HWJ","15","1","RITTEL HWJ, 1973, POLICY SCI, V4, P155, DOI 10.1007/BF01405730."
"2014","Andersson, Claes","2003","ROTMANS J","ROTMANS J","ROTMANS J","15","1","ROTMANS J, 2003, CLIMATE CHANGE INTEG, P239."
"2014","Andersson, Claes","2005","Sawyer Robert Keith","Sawyer Robert Keith","Sawyer Robert Keith","15","1","Sawyer Robert Keith, 2005, SOCIAL EMERGENCE SOC."
"2014","Andersson, Claes","1978","Schelling Thomas C.","Schelling Thomas C.","Schelling Thomas C.","15","1","Schelling Thomas C., 1978, MICROMOTIVES MACROBE."
"2014","Andersson, Claes","1998","Schlosser G","Schlosser G","Schlosser G","15","1","Schlosser G, 1998, SYNTHESE, V116, P303, DOI 10.1023/A:1005073307193."
"2014","Andersson, Claes","2008","Shalizi C. R.","Shalizi C. R.","Shalizi C. R.","15","1","Shalizi C. R., 2008, SELF ORG."
"2014","Andersson, Claes","1996","SIMON HA","SIMON HA","SIMON HA","15","1","SIMON HA, 1996, SCI ARTIFICIAL."
"2014","Andersson, Claes","2008","Squazzoni F","Squazzoni F","Squazzoni F","15","1","Squazzoni F, 2008, COMPUT MATH ORGAN TH, V14, P266, DOI 10.1007/s10588-008-9038-y."
"2014","Andersson, Claes","2001","Stewart P","Stewart P","Stewart P","15","1","Stewart P, 2001, PHILOS SOC SCI, V31, P323, DOI 10.1177/004839310103100303."
"2014","Andersson, Claes","2010","Vasileiadou E","Vasileiadou E","Vasileiadou E","15","1","Vasileiadou E, 2010, FUTURES, V42, P1176, DOI 10.1016/j.futures.2010.07.001."
"2014","Andersson, Claes","2007","Walby S","Walby S","Walby S","15","1","Walby S, 2007, PHILOS SOC SCI, V37, P449, DOI 10.1177/0048393107307663."
"2014","Andersson, Claes","1997","Whiten A.","Whiten A.","Whiten A.","15","1","Whiten A., 1997, MACHIAVELLIAN INTELL."
"2014","Andersson, Claes","2007","Whiten A","Whiten A","Whiten A","15","1","Whiten A, 2007, PHILOS T R SOC B, V362, P603, DOI 10.1098/rstb.2006.1998."
"2014","Andersson, Claes","2007","Wimsatt W. C.","Wimsatt W. C.","Wimsatt W. C.","15","1","Wimsatt W. C., 2007, INTEGRATING EVOLUTIO, P227."
"2014","Andersson, Claes","1975","Wimsatt W. C.","Wimsatt W. C.","Wimsatt W. C.","15","1","Wimsatt W. C., 1975, BOSTON STUDIES PHILO, P174, DOI DOI 10.1007/978-94-010-1829-6\_8."
"2014","Andersson, Claes","2007","Wimsatt William C.","Wimsatt William C.","Wimsatt William C.","15","1","Wimsatt William C., 2007, REENGINEERING PHILOS."
"2014","Andersson, Claes","2006","Wynn T","Wynn T","Wynn T","15","1","Wynn T, 2006, J HUM EVOL, V50, P230, DOI 10.1016/j.jhevol.2005.11.006."
"2021","Li, Hui","2010","Amabili M","Amabili M","Amabili M","16","1","Amabili M, 2010, INT J NONLIN MECH, V45, P409, DOI 10.1016/j.ijnonlinmec.2009.12.013."
"2021","Li, Hui","2012","Amabili M","Amabili M","Amabili M","16","1","Amabili M, 2012, NONLINEAR DYNAM, V69, P755, DOI 10.1007/s11071-011-0302-1."
"2021","Li, Hui","2012","Cavdar A","Cavdar A","Cavdar A","16","1","Cavdar A, 2012, COMPOS PART B-ENG, V43, P2452, DOI 10.1016/j.compositesb.2011.10.005."
"2021","Li, Hui","2018","Choe K","Choe K","Choe K","16","1","Choe K, 2018, COMPOS STRUCT, V194, P136, DOI 10.1016/j.compstruct.2018.03.095."
"2021","Li, Hui","2006","Cortes F","Cortes F","Cortes F","16","1","Cortes F, 2006, J SOUND VIB, V296, P166, DOI 10.1016/j.jsv.2006.02.016."
"2021","Li, Hui","2020","Fattahi AM","Fattahi AM","Fattahi AM","16","1","Fattahi AM, 2020, MECH BASED DES STRUC, V48, P403, DOI 10.1080/15397734.2019.1624176."
"2021","Li, Hui","2015","Fattahi AM","Fattahi AM","Fattahi AM","16","1","Fattahi AM, 2015, J MECH SCI TECHNOL, V29, P2067, DOI 10.1007/s12206-015-0427-0."
"2021","Li, Hui","2018","Hirwani CK","Hirwani CK","Hirwani CK","16","1","Hirwani CK, 2018, INT J NONLIN MECH, V102, P14, DOI 10.1016/j.ijnonlinmec.2018.03.005."
"2021","Li, Hui","2002","Hufenbach W","Hufenbach W","Hufenbach W","16","1","Hufenbach W, 2002, COMPOS STRUCT, V58, P165, DOI 10.1016/S0263-8223(02)00025-9."
"2021","Li, Hui","1988","IU VP","IU VP","IU VP","16","1","IU VP, 1988, INT J SOLIDS STRUCT, V24, P195, DOI 10.1016/0020-7683(88)90029-7."
"2021","Li, Hui","1988","IU VP","IU VP","IU VP","16","1","IU VP, 1988, INT J MECH SCI, V30, P705, DOI 10.1016/0020-7403(88)90036-7."
"2021","Li, Hui","2005","Jafari AA","Jafari AA","Jafari AA","16","1","Jafari AA, 2005, THIN WALL STRUCT, V43, P1763, DOI 10.1016/j.tws.2005.06.009."
"2021","Li, Hui","2008","Jansen EL","Jansen EL","Jansen EL","16","1","Jansen EL, 2008, J SOUND VIB, V315, P1035, DOI 10.1016/j.jsv.2008.02.004."
"2021","Li, Hui","2004","Jansen EL","Jansen EL","Jansen EL","16","1","Jansen EL, 2004, COMPUT STRUCT, V82, P2647, DOI 10.1016/j.compstruc.2004.06.004."
"2021","Li, Hui","2018","Javed S","Javed S","Javed S","16","1","Javed S, 2018, COMPOS STRUCT, V204, P80, DOI 10.1016/j.compstruct.2018.07.065."
"2021","Li, Hui","2013","Jin GY","Jin GY","Jin GY","16","1","Jin GY, 2013, COMPOS STRUCT, V106, P114, DOI 10.1016/j.compstruct.2013.06.002."
"2021","Li, Hui","1975","JONES RM","JONES RM","JONES RM","16","1","JONES RM, 1975, J COMPOS MATER, V9, P10, DOI 10.1177/002199837500900102."
"2021","Li, Hui","2018","Kiani Y","Kiani Y","Kiani Y","16","1","Kiani Y, 2018, AEROSP SCI TECHNOL, V77, P388, DOI 10.1016/j.ast.2018.03.022."
"2021","Li, Hui","2017","Kiani Y","Kiani Y","Kiani Y","16","1","Kiani Y, 2017, THIN WALL STRUCT, V119, P47, DOI 10.1016/j.tws.2017.05.031."
"2021","Li, Hui","2017","Kiani Y","Kiani Y","Kiani Y","16","1","Kiani Y, 2017, THIN WALL STRUCT, V111, P48, DOI 10.1016/j.tws.2016.11.011."
"2021","Li, Hui","2017","Kiani Y","Kiani Y","Kiani Y","16","1","Kiani Y, 2017, COMPOS STRUCT, V159, P368, DOI 10.1016/j.compstruct.2016.09.079."
"2021","Li, Hui","2017","Kiani Y","Kiani Y","Kiani Y","16","1","Kiani Y, 2017, J THERM STRESSES, V40, P1442, DOI 10.1080/01495739.2017.1336742."
"2021","Li, Hui","2002","Kobayashi S","Kobayashi S","Kobayashi S","16","1","Kobayashi S, 2002, COMPOS PART A-APPL S, V33, P1529, DOI 10.1016/S1359-835X(02)00174-4."
"2021","Li, Hui","2009","Kubenko VD","Kubenko VD","Kubenko VD","16","1","Kubenko VD, 2009, INT APPL MECH+, V45, P514, DOI 10.1007/s10778-009-0209-4."
"2021","Li, Hui","1998","Lakis AA","Lakis AA","Lakis AA","16","1","Lakis AA, 1998, INT J MECH SCI, V40, P27, DOI 10.1016/S0020-7403(97)00029-5."
"2021","Li, Hui","1997","Lee YS","Lee YS","Lee YS","16","1","Lee YS, 1997, COMPUT STRUCT, V63, P149, DOI 10.1016/S0045-7949(96)00312-4."
"2021","Li, Hui","2019","Li CF","Li CF","Li CF","16","1","Li CF, 2019, NONLINEAR DYNAM, V95, P1903, DOI 10.1007/s11071-018-4667-2."
"2021","Li, Hui","2019","Li H","Li H","Li H","16","1","Li H, 2019, NONLINEAR DYNAM, V98, P819, DOI 10.1007/s11071-019-05232-x."
"2021","Li, Hui","2019","Li H","Li H","Li H","16","1","Li H, 2019, COMPOS PART B-ENG, V162, P206, DOI 10.1016/j.compositesb.2018.10.070."
"2021","Li, Hui","2018","Li H","Li H","Li H","16","1","Li H, 2018, NONLINEAR DYNAM, V94, P2219, DOI 10.1007/s11071-018-4486-5."
"2021","Li, Hui","2019","Li X","Li X","Li X","16","1","Li X, 2019, INT J MECH SCI, V150, P356, DOI 10.1016/j.ijmecsci.2018.10.024."
"2021","Li, Hui","2018","Lin HG","Lin HG","Lin HG","16","1","Lin HG, 2018, COMPOS STRUCT, V185, P748, DOI 10.1016/j.compstruct.2017.11.071."
"2021","Li, Hui","2018","Liu DY","Liu DY","Liu DY","16","1","Liu DY, 2018, COMPOS STRUCT, V189, P560, DOI 10.1016/j.compstruct.2018.01.106."
"2021","Li, Hui","2011","Lv XY","Lv XY","Lv XY","16","1","Lv XY, 2011, APPL SURF SCI, V257, P10459, DOI 10.1016/j.apsusc.2011.06.147."
"2021","Li, Hui","2012","Malekzadeh P","Malekzadeh P","Malekzadeh P","16","1","Malekzadeh P, 2012, COMPOS STRUCT, V94, P2971, DOI 10.1016/j.compstruct.2012.04.011."
"2021","Li, Hui","2007","Matsunaga H","Matsunaga H","Matsunaga H","16","1","Matsunaga H, 2007, INT J MECH SCI, V49, P1060, DOI 10.1016/j.ijmecsci.2006.11.008."
"2021","Li, Hui","2017","Moradi-Dastjerdi R","Moradi-Dastjerdi R","Moradi-Dastjerdi R","16","1","Moradi-Dastjerdi R, 2017, STEEL COMPOS STRUCT, V25, P315, DOI 10.12989/scs.2017.25.3.315."
"2021","Li, Hui","2017","Moradi-Dastjerdi R","Moradi-Dastjerdi R","Moradi-Dastjerdi R","16","1","Moradi-Dastjerdi R, 2017, STEEL COMPOS STRUCT, V24, P359, DOI 10.12989/scs.2017.24.3.359."
"2021","Li, Hui","2017","Duc ND","Duc ND","Duc ND","16","1","Duc ND, 2017, AEROSP SCI TECHNOL, V71, P360, DOI 10.1016/j.ast.2017.09.031."
"2021","Li, Hui","2008","Nguyen-Van H","Nguyen-Van H","Nguyen-Van H","16","1","Nguyen-Van H, 2008, J SOUND VIB, V313, P205, DOI 10.1016/j.jsv.2007.11.043."
"2021","Li, Hui","2010","Qatu MS","Qatu MS","Qatu MS","16","1","Qatu MS, 2010, COMPOS STRUCT, V93, P14, DOI 10.1016/j.compstruct.2010.05.014."
"2021","Li, Hui","2020","Qin ZY","Qin ZY","Qin ZY","16","1","Qin ZY, 2020, INT J MECH SCI, V170, DOI 10.1016/j.ijmecsci.2019.105341."
"2021","Li, Hui","2019","Qin ZY","Qin ZY","Qin ZY","16","1","Qin ZY, 2019, COMPOS STRUCT, V220, P847, DOI 10.1016/j.compstruct.2019.04.046."
"2021","Li, Hui","2013","Qu YG","Qu YG","Qu YG","16","1","Qu YG, 2013, COMPOS STRUCT, V95, P307, DOI 10.1016/j.compstruct.2012.06.022."
"2021","Li, Hui","2013","Rahimi GH","Rahimi GH","Rahimi GH","16","1","Rahimi GH, 2013, AEROSP SCI TECHNOL, V24, P198, DOI 10.1016/j.ast.2011.11.007."
"2021","Li, Hui","2011","Rahimi GH","Rahimi GH","Rahimi GH","16","1","Rahimi GH, 2011, SCI IRAN, V18, P1313, DOI 10.1016/j.scient.2011.11.026."
"2021","Li, Hui","2019","Sayyad AS","Sayyad AS","Sayyad AS","16","1","Sayyad AS, 2019, COMPOS STRUCT, V219, P129, DOI 10.1016/j.compstruct.2019.03.054."
"2021","Li, Hui","2017","Shen HS","Shen HS","Shen HS","16","1","Shen HS, 2017, COMPOS STRUCT, V182, P447, DOI 10.1016/j.compstruct.2017.09.010."
"2021","Li, Hui","2012","Shen HS","Shen HS","Shen HS","16","1","Shen HS, 2012, COMPUT METHOD APPL M, V213, P196, DOI 10.1016/j.cma.2011.11.025."
"2021","Li, Hui","2004","Toorani MH","Toorani MH","Toorani MH","16","1","Toorani MH, 2004, COMPUT STRUCT, V82, P2015, DOI 10.1016/j.compstruc.2003.07.007."
"2021","Li, Hui","2003","Toorani MH","Toorani MH","Toorani MH","16","1","Toorani MH, 2003, INT J NONLINEAR MECH, V38, P1315, DOI 10.1016/S0020-7462(02)00073-2."
"2021","Li, Hui","2001","Yadav D","Yadav D","Yadav D","16","1","Yadav D, 2001, COMPOS STRUCT, V51, P371, DOI 10.1016/S0263-8223(00)00152-5."
"2021","Li, Hui","2018","Zhang W","Zhang W","Zhang W","16","1","Zhang W, 2018, COMPOS STRUCT, V190, P52, DOI 10.1016/j.compstruct.2018.01.091."
"2021","Li, Hui","2019","Zhao J","Zhao J","Zhao J","16","1","Zhao J, 2019, COMPOS PART B-ENG, V158, P55, DOI 10.1016/j.compositesb.2018.09.009."
"2020","Marcantonio, Richard","2003","Adger W. N.","Adger W. N.","Adger W. N.","17","1","Adger W. N., 2003, Progress in Development Studies, V3, P179, DOI 10.1191/1464993403ps060oa."
"2020","Marcantonio, Richard","2010","Adger WN","Adger WN","Adger WN","17","1","Adger WN, 2010, NEW POLIT ECON, V15, P275, DOI 10.1080/13563460903290912."
"2020","Marcantonio, Richard","2008","Akiwumi FA","Akiwumi FA","Akiwumi FA","17","1","Akiwumi FA, 2008, ENVIRON MONIT ASSESS, V142, P309, DOI 10.1007/s10661-007-9930-9."
"2020","Marcantonio, Richard","2014","Akiwumi FA","Akiwumi FA","Akiwumi FA","17","1","Akiwumi FA, 2014, J CLEAN PROD, V84, P773, DOI 10.1016/j.jclepro.2013.12.078."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], BEHAV DISTRIBUTIONAL."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], WAT SUPPL SAN SIERR."
"2020","Marcantonio, Richard","2008","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], 2008, IARC PUBL, DOI DOI 10.1109/IEEESTD.2008.4610935."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], NAT ACT PROGR ACT."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], COUNTR HIST CLIM SIE."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], SIERR LEON CLIM ACT."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], AWOKO SIERRA LEONE N."
"2020","Marcantonio, Richard","2018","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], 2018, SUMM POL MAK GLOB WA."
"2020","Marcantonio, Richard","2014","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], 2014, WHOS DEV HUM RIGHTS."
"2020","Marcantonio, Richard","2018","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], 2018, LANDLESS IMPACTS MIN."
"2020","Marcantonio, Richard","2004","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], 2004, SOCIAL CAPITAL SURVI."
"2020","Marcantonio, Richard","Vacio","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], MONITORING ENV SUSTA."
"2020","Marcantonio, Richard","2017","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","17","1","{[}Anonymous], 2017, METH STREAM EC VOL."
"2020","Marcantonio, Richard","2015","Beevers MD","Beevers MD","Beevers MD","17","1","Beevers MD, 2015, GLOBAL GOV, V21, P227, DOI 10.1163/19426720-02102004."
"2020","Marcantonio, Richard","2009","Bolten C","Bolten C","Bolten C","17","1","Bolten C, 2009, J POLIT ECOL, V16, P70, DOI 10.2458/v16i1.21692."
"2020","Marcantonio, Richard","2012","Bolten CE.","Bolten CE.","Bolten CE.","17","1","Bolten CE., 2012, DID IT SAVE MY LIFE."
"2020","Marcantonio, Richard","2014","Bruckner T","Bruckner T","Bruckner T","17","1","Bruckner T, 2014, CLIMATE CHANGE 2014: MITIGATION OF CLIMATE CHANGE, P511."
"2020","Marcantonio, Richard","1985","BRUTON MN","BRUTON MN","BRUTON MN","17","1","BRUTON MN, 1985, HYDROBIOLOGIA, V125, P221, DOI 10.1007/BF00045937."
"2020","Marcantonio, Richard","2016","Chen C.","Chen C.","Chen C.","17","1","Chen C., 2016, U NOTRE DAME GLOBAL."
"2020","Marcantonio, Richard","2005","Cilliers P","Cilliers P","Cilliers P","17","1","Cilliers P, 2005, THEOR CULT SOC, V22, P255, DOI 10.1177/0263276405058052."
"2020","Marcantonio, Richard","2001","Cilliers P","Cilliers P","Cilliers P","17","1","Cilliers P, 2001, INT J INNOV MANAG, V5, P135, DOI DOI 10.1142/S1363919601000312."
"2020","Marcantonio, Richard","1998","CILLIERS P","CILLIERS P","CILLIERS P","17","1","CILLIERS P, 1998, COMPLEXITY POST MODE."
"2020","Marcantonio, Richard","2011","Crane TA","Crane TA","Crane TA","17","1","Crane TA, 2011, NJAS-WAGEN J LIFE SC, V57, P179, DOI 10.1016/j.njas.2010.11.002."
"2020","Marcantonio, Richard","2013","Dalby S","Dalby S","Dalby S","17","1","Dalby S, 2013, GEOFORUM, V49, P184, DOI 10.1016/j.geoforum.2013.06.013."
"2020","Marcantonio, Richard","2016","de Coning C","de Coning C","de Coning C","17","1","de Coning C, 2016, RESILIENCE-ABINGDON, V4, P166, DOI 10.1080/21693293.2016.1153773."
"2020","Marcantonio, Richard","2014","Dixon MG","Dixon MG","Dixon MG","17","1","Dixon MG, 2014, MMWR-MORBID MORTAL W, V63, P548."
"2020","Marcantonio, Richard","2016","Ellis EC.","Ellis EC.","Ellis EC.","17","1","Ellis EC., 2016, RCC PERSPECTIVES, V5, P63."
"2020","Marcantonio, Richard","2018","Ellis EC","Ellis EC","Ellis EC","17","1","Ellis EC, 2018, SUSTAIN SCI, V13, P119, DOI 10.1007/s11625-017-0513-6."
"2020","Marcantonio, Richard","2015","Ellis EC","Ellis EC","Ellis EC","17","1","Ellis EC, 2015, ECOL MONOGR, V85, P287, DOI 10.1890/14-2274.1."
"2020","Marcantonio, Richard","2013","Flynn EG","Flynn EG","Flynn EG","17","1","Flynn EG, 2013, DEVELOPMENTAL SCI, V16, P296, DOI 10.1111/desc.12030."
"2020","Marcantonio, Richard","2006","Folke C","Folke C","Folke C","17","1","Folke C, 2006, GLOBAL ENVIRON CHANG, V16, P253, DOI 10.1016/j.gloenvcha.2006.04.002."
"2020","Marcantonio, Richard","2017","Fuentes A","Fuentes A","Fuentes A","17","1","Fuentes A, 2017, LAND-BASEL, V6, DOI 10.3390/land6010015."
"2020","Marcantonio, Richard","2016","Fuentes A","Fuentes A","Fuentes A","17","1","Fuentes A, 2016, CURR ANTHROPOL, V57, pS13, DOI 10.1086/685684."
"2020","Marcantonio, Richard","2000","Henley W. F.","Henley W. F.","Henley W. F.","17","1","Henley W. F., 2000, Reviews in Fisheries Science, V8, P125, DOI 10.1080/10641260091129198."
"2020","Marcantonio, Richard","1996","Hewitson BC","Hewitson BC","Hewitson BC","17","1","Hewitson BC, 1996, CLIMATE RES, V7, P85, DOI 10.3354/cr007085."
"2020","Marcantonio, Richard","2018","IPCC","IPCC","IPCC","17","1","IPCC, 2018, GLOB WARM 1 5 C."
"2020","Marcantonio, Richard","2011","Kendal J","Kendal J","Kendal J","17","1","Kendal J, 2011, PHILOS T R SOC B, V366, P785, DOI 10.1098/rstb.2010.0306."
"2020","Marcantonio, Richard","2015","Laland KN","Laland KN","Laland KN","17","1","Laland KN, 2015, P ROY SOC B-BIOL SCI, V282, DOI 10.1098/rspb.2015.1019."
"2020","Marcantonio, Richard","2014","Laland KN","Laland KN","Laland KN","17","1","Laland KN, 2014, ENVIRON INNOV SOC TR, V11, P71, DOI 10.1016/j.eist.2013.08.003."
"2020","Marcantonio, Richard","1999","Laland KN","Laland KN","Laland KN","17","1","Laland KN, 1999, P NATL ACAD SCI USA, V96, P10242, DOI 10.1073/pnas.96.18.10242."
"2020","Marcantonio, Richard","2003","Lansing JS","Lansing JS","Lansing JS","17","1","Lansing JS, 2003, ANNU REV ANTHROPOL, V32, P183, DOI 10.1146/annurev.anthro.32.061002.093440."
"2020","Marcantonio, Richard","2017","Latour B","Latour B","Latour B","17","1","Latour B, 2017, PALG STUD ANTHR SUST, P35, DOI 10.1057/978-1-137-56636-2\_2."
"2020","Marcantonio, Richard","2007","Maconachie R","Maconachie R","Maconachie R","17","1","Maconachie R, 2007, J RURAL STUD, V23, P367, DOI 10.1016/j.jrurstud.2007.01.003."
"2020","Marcantonio, Richard","2012","Maconachie R","Maconachie R","Maconachie R","17","1","Maconachie R, 2012, J CONTEMP AFR STUD, V30, P705, DOI 10.1080/02589001.2012.724872."
"2020","Marcantonio, Richard","2014","Mason NH","Mason NH","Mason NH","17","1","Mason NH, 2014, RESOUR POLICY, V41, P152, DOI 10.1016/j.resourpol.2014.05.005."
"2020","Marcantonio, Richard","2008","Meadows DH.","Meadows DH.","Meadows DH.","17","1","Meadows DH., 2008, THINKING SYSTEMS PRI."
"2020","Marcantonio, Richard","1990","MORAN E","MORAN E","MORAN E","17","1","MORAN E, 1990, ECOSYSTEM APPROACH A."
"2020","Marcantonio, Richard","2013","Odling-Smee J","Odling-Smee J","Odling-Smee J","17","1","Odling-Smee J, 2013, Q REV BIOL, V88, P3, DOI 10.1086/669266."
"2020","Marcantonio, Richard","2011","Odling-Smee John","Odling-Smee John","Odling-Smee John","17","1","Odling-Smee John, 2011, Biology Theory, V6, P283, DOI 10.1007/s13752-012-0029-3."
"2020","Marcantonio, Richard","2016","Pasqualino MM","Pasqualino MM","Pasqualino MM","17","1","Pasqualino MM, 2016, FOOD NUTR SECURITY S."
"2020","Marcantonio, Richard","2012","Potts R","Potts R","Potts R","17","1","Potts R, 2012, CURR ANTHROPOL, V53, pS299, DOI 10.1086/667704."
"2020","Marcantonio, Richard","2012","Potts R","Potts R","Potts R","17","1","Potts R, 2012, ANNU REV ANTHROPOL, V41, P151, DOI 10.1146/annurev-anthro-092611-145754."
"2020","Marcantonio, Richard","1996","Richards P.","Richards P.","Richards P.","17","1","Richards P., 1996, FIGHTING RAIN FOREST."
"2020","Marcantonio, Richard","2008","Rosenzweig C","Rosenzweig C","Rosenzweig C","17","1","Rosenzweig C, 2008, NATURE, V453, P353, DOI 10.1038/nature06937."
"2020","Marcantonio, Richard","2007","Steffen W","Steffen W","Steffen W","17","1","Steffen W, 2007, AMBIO, V36, P614, DOI 10.1579/0044-7447(2007)36{[}614:TAAHNO]2.0.CO;2."
"2020","Marcantonio, Richard","2018","Steffen W","Steffen W","Steffen W","17","1","Steffen W, 2018, P NATL ACAD SCI USA, V115, P8252, DOI 10.1073/pnas.1810141115."
"2020","Marcantonio, Richard","2015","Steffen W","Steffen W","Steffen W","17","1","Steffen W, 2015, ANTHROPOCENE REV, V2, P81, DOI 10.1177/2053019614564785."
"2020","Marcantonio, Richard","2015","Steffen W","Steffen W","Steffen W","17","1","Steffen W, 2015, SCIENCE, V347, DOI 10.1126/science.1259855."
"2020","Marcantonio, Richard","2011","Steffen W","Steffen W","Steffen W","17","1","Steffen W, 2011, AMBIO, V40, P739, DOI 10.1007/s13280-011-0185-x."
"2020","Marcantonio, Richard","2012","Teeken B","Teeken B","Teeken B","17","1","Teeken B, 2012, HUM ECOL, V40, P879, DOI 10.1007/s10745-012-9528-x."
"2020","Marcantonio, Richard","2016","UNDP","UNDP","UNDP","17","1","UNDP, 2016, HUM DEV EV."
"2020","Marcantonio, Richard","2018","Watts N","Watts N","Watts N","17","1","Watts N, 2018, LANCET, V391, P581, DOI 10.1016/S0140-6736(17)32464-9."
"2020","Marcantonio, Richard","2015","Wilson SA","Wilson SA","Wilson SA","17","1","Wilson SA, 2015, EXTRACT IND SOC, V2, P704, DOI 10.1016/j.exis.2015.09.002."
"2018","Yang, Lei","2008","Alsos HS","Alsos HS","Alsos HS","18","1","Alsos HS, 2008, INT J SOLIDS STRUCT, V45, P2042, DOI 10.1016/j.ijsolstr.2007.11.015."
"2018","Yang, Lei","2009","Alsos HS","Alsos HS","Alsos HS","18","1","Alsos HS, 2009, INT J IMPACT ENG, V36, P875, DOI 10.1016/j.ijimpeng.2008.11.004."
"2018","Yang, Lei","2009","Alsos HS","Alsos HS","Alsos HS","18","1","Alsos HS, 2009, INT J IMPACT ENG, V36, P799, DOI 10.1016/j.ijimpeng.2008.10.005."
"2018","Yang, Lei","2009","{[}Anonymous]","{[}Anonymous]","{[}Anonymous]","18","1","{[}Anonymous], 2009, 689212009E ISO EN."
"2018","Yang, Lei","1880","Barba","Barba","Barba","18","1","Barba, 1880, MEM SOC ING CIV, V1, P682."
"2018","Yang, Lei","1983","BRESSAN JD","BRESSAN JD","BRESSAN JD","18","1","BRESSAN JD, 1983, INT J MECH SCI, V25, P155, DOI 10.1016/0020-7403(83)90089-9."
"2018","Yang, Lei","2001","Brunet M","Brunet M","Brunet M","18","1","Brunet M, 2001, J MATER PROCESS TECH, V112, P214, DOI 10.1016/S0924-0136(01)00578-7."
"2018","Yang, Lei","2015","Calle MAG","Calle MAG","Calle MAG","18","1","Calle MAG, 2015, OCEAN ENG, V106, P20, DOI 10.1016/j.oceaneng.2015.06.032."
"2018","Yang, Lei","2010","Ehlers S","Ehlers S","Ehlers S","18","1","Ehlers S, 2010, P I MECH ENG M-J ENG, V224, P1, DOI 10.1243/14750902JEME179."
"2018","Yang, Lei","2008","EHLERS S","EHLERS S","EHLERS S","18","1","EHLERS S, 2008, INT SHIP PROG, V55, P127, DOI DOI 10.3233/ISP-2008-0042."
"2018","Yang, Lei","2001","Glykas A","Glykas A","Glykas A","18","1","Glykas A, 2001, OCEAN ENG, V28, P375, DOI 10.1016/S0029-8018(00)00005-6."
"2018","Yang, Lei","1994","GRAF A","GRAF A","GRAF A","18","1","GRAF A, 1994, INT J MECH SCI, V36, P897, DOI 10.1016/0020-7403(94)90053-1."
"2018","Yang, Lei","1952","HILL R","HILL R","HILL R","18","1","HILL R, 1952, J MECH PHYS SOLIDS, V1, P19, DOI 10.1016/0022-5096(52)90003-3."
"2018","Yang, Lei","2009","Hogstrom P","Hogstrom P","Hogstrom P","18","1","Hogstrom P, 2009, INT J IMPACT ENG, V36, P1194, DOI 10.1016/j.ijimpeng.2009.05.005."
"2018","Yang, Lei","2008","International Organization for Standardization - ISO","International Organization for Standardization - ISO","International Organization for Standardization - ISO","18","1","International Organization for Standardization - ISO, 2008, 1200422008E ISO."
"2018","Yang, Lei","2002","Kitamura O","Kitamura O","Kitamura O","18","1","Kitamura O, 2002, MAR STRUCT, V15, P403, DOI 10.1016/S0951-8339(02)00010-2."
"2018","Yang, Lei","2014","Korgesaar M","Korgesaar M","Korgesaar M","18","1","Korgesaar M, 2014, INT J SOLIDS STRUCT, V51, P3752, DOI 10.1016/j.ijsolstr.2014.07.012."
