Item type|ENTRYTYPE|ID|Author|Title|Journal|quartil|hindex|Publication year|Volume|Issue|Pages|Publisher|Address|Date published|ISBN|ISBN alt|ISSN|URLs|DOI|Abstract|Keywords|Notes|Affiliation|Language|Pages cited
Journal Article|article|62|Pérez-Calero Sánchez L,Barroso Castro C,Villegas Periñán MD|Integrating the board’s resources to achieve a firm’s internationalisation [Integración de los recursos del consejo para lograr la internacionalización de la empresa]|Academia Revista Latinoamericana de Administracion|Q2|19|2015|28|3|332-358|Emerald Group Publishing Ltd.||2015|||1012-8255|http://dx.doi.org/10.1108/ARLA-06-2014-0070|10.1108/ARLA-06-2014-0070|PurposeFrom the resource-based view (RBV), the purpose of this paper is to argue that the board has the capability to participate in international strategic decisions and deal with the environmental complexities that internationalisation brings; and moreover, to achieve better performance than its competitors. Design/methodology/approachThis paper highlights the active participation of the board in firm internationalisation using a sample of 78 Spanish firms quoted on Madrid Stock Exchange. The authors used a longitudinal analysis from 2005 through 2010. FindingsThe results show that while the resources provided by the directors through their level of education and international experience, help them learn and process information, and they are a source of expertise representing “board potential”;. A board that functions well through the directors’ relationships allow the proper integration and use of these resources, and helps create sustainable competitive advantages in an international context. Originality/valueFrom a RBV, this paper refines and extends the concept of “board capability”; as the combination of potential and internal relations that allow boards to undertake their roles competently over time. Additionally, the paper empirically examines the effect of board capability on firm internationalisation. © 2015, © Emerald Group Publishing Limited.||cited By 5|Organization of Business and Marketing, University of Pablo de Olavide, Seville, Spain; Business Administration and Marketing, University of Seville, Seville, Spain|English|
Journal Article|article|68|Smaili N,Gosselin AM,Le Maux J|Corporate financial disclosures and the importance of readability|Journal of Business Strategy|Q2|45|2023|44|2|105-113|Emerald Publishing||2023|||0275-6668|http://dx.doi.org/10.1108/JBS-07-2021-0127|10.1108/JBS-07-2021-0127|Purpose: This paper draws on prior studies on the readability of corporate financial disclosures to discuss why readability should be a concern for firms. Guidance and recommendations are offered to help firms improve their financial disclosures. Design/methodology/approach: The authors base their analysis on the management and accounting literature on readability. Findings: This paper presents the main causes and consequences of complexity in corporate disclosures and identifies four disclosure writing styles: obfuscation, informativeness, deception and avoidance. This paper suggests that firms concerned about the readability of their communications use a balanced strategy and proposes some practical actions for its implementation. Originality/value: This paper makes several contributions by offering insights into questions that should be raised by top management and the board of directors, including: Why care about readability? What are the causes and consequences of low readability? What strategies can we adopt and how should we implement them? © 2022, Emerald Publishing Limited.||cited By 3|School of Management, University of Quebec in Montreal, Montreal, Canada; HEC Montreal, Montreal, Canada|English|
Journal Article|article|69|Gibson L,Groom R|Understanding ‘Vulnerability’ and ‘Political Skill’ in Academy Middle Management During Organisational Change in Professional Youth Football|Journal of Change Management|Q2|49|2021|21|3|358-382|Routledge||2021|||1469-7017|http://dx.doi.org/10.1080/14697017.2020.1819860|10.1080/14697017.2020.1819860|The use of political skill to further employees’ self-interests and their ability to cope with ambiguity and employment vulnerability during periods of organizational change is an important yet under researched phenomenon. Taking a middle management perspective, the purpose of this paper is to investigate the experiences of Richard, a newly appointed professional youth football Academy Manager during the process of organizational change. Data were collected through semi-structured interviews, formal academy team meetings, co-worker interviews, and informal observations and conversations, which were analyzed through the process of narrative analysis. Findings highlighted the hierarchical sensemaking challenges of vertically ‘managing up’ (e.g. Chairman, Board of Directors, 1st Team Manager) and ‘managing down’ (e.g. academy employees), and horizontally ‘managing across’ (e.g. Head of Coaching) during the process of organizational change. Importantly, managing expectations and influencing significant others, through skilled micro-political activity, was central to successfully negotiating the ambiguity and vulnerabilities of organizational life during change. MAD statement This study is the first to examine the micro-political actions and behaviours of middle managers as both recipients and deliverers of organizational change. The self-interests of middle-managers tend to influence strategic change; however, we do not understand how middle-managers make sense of the micro-political nature of such interests during change. This study highlights the complexity of coping with employment vulnerability when negotiating and influencing the actions of senior management whilst also supporting subordinate staff with resistance and uncertainty during change. Furthermore, the micro-political actions and strategies of a middle-manager to develop ‘trust’ amongst colleagues, both vertically ‘above’ and ‘below’ them, and horizontally ‘across’ from them in the organizational hierarchy, are evidenced. © 2020 Informa UK Limited, trading as Taylor & Francis Group.||cited By 3|Sport, Outdoor and Exercise Science, University of Derby, Derby, United Kingdom; Department of Exercise & Sport Science, Manchester Metropolitan University, Manchester, United Kingdom|English|
Journal Article|article|74|Oliveira M,Zhang S|The trends and determinants of board gender and age diversities|Finance Research Letters|Q2|81|2022|46|||Elsevier Ltd||2022|||1544-6123|http://dx.doi.org/10.1016/j.frl.2022.102798|10.1016/j.frl.2022.102798|We investigate trends and determinants of board gender and age diversities using a sample of 8,590 firms for 20 years. Gender diversity and the average age of boards increased, while age diversity decreased in this period. We find that larger, older firms tend to have more gender diversity but less age diversity. More board independence is related to higher gender diversity, while more firm complexity is associated with less age diversity. For younger (older) boards, more female directors are associated with less (more) age diversity. We also find that female directors in older boards generate value for the firm. © 2022 Elsevier Inc.||cited By 2|Trinity University, School of Business, One Trinity Place, San Antonio, TX 78212, United States|English|
Journal Article|article|82|Ginevri AS|Staggered boards, banks and public companies: Quo vadis?|European Business Law Review|Q2|6|2017|28|4|575-591|Wolters Kluwer (UK) Ltd.||2017|||0959-6941|||"This Article provides a legal overview and analysis of the benefits associated with the adoption of a staggered board of directors by Italian banks and public companies. While there is a widespread opposition to staggered boards among U.S. scholars and investors - being such device a powerful antitakeover measure in the American legal system since directors belonging to a U.S. staggered board may be removed only ""for cause"" - this Article explains the reasons why staggered boards should be implemented by Italian banks and public companies considering the significant distinctions between the U.S. and the European legal frameworks in this area. Taking into account the new banking governance principles recently introduced by CRD IV and by its implementing measures, this Article explains how the establishment of staggered boards by Italian credit institutions and listed companies may allow them (i) to exclude the risk of potential discontinuities in the management's action, which are inappropriate in corporations of such complexity and systemic relevance, (ii) to facilitate the initial induction and training of the newly appointed directors and officers, who would benefit from the expertise of other members of the board with longer experience, (iii) to strengthen and foster the institutional dialogue between the board and the shareholders, aimed at achieving an adequate collective knowledge, skills and experience of the management body, and finally (iv) to attract more capital from professional investors, granting them the possibility to appoint their representatives in the board on an annual basis."||cited By 1|LINK Campus University of Rome, Italy|English|
Journal Article|article|83|Oppenheimer PH|Legal and accounting issues of manipulating the timing of stock option grants|Journal of Financial Crime|Q2|29|2011|18|1|63-75|||2011|||1359-0790|http://dx.doi.org/10.1108/13590791111098807|10.1108/13590791111098807|Purpose Many corporate managers, with the aid of the board of directors, discovered that they could provide themselves with guaranteed or excessive compensation by manipulating the terms of stock option grants that were included in their compensation packages. This paper seeks to examine the legal, tax, and accounting issues that have evolved because of these suspect illegal activities. Design/methodology/approach The author presents the theory behind performance-based compensation that is the basis for employee stock option grants. The author then examines regulations, judicial theory, and court cases to determine the current legal status of backdating, spring loading, or bullet dodging of executive stock option grants. Findings The current legal environment has made it difficult for executives to continue the practice of manipulating stock option grants without falling under the ire of regulators and shareholders. However, a question remains whether executives that manipulated stock option grants in the past will be found criminally liable for their acts. Practical implications The paper's review of the discourse on the legality of corporate executives enhancing their compensation packages shows the complexity of detecting and regulating this type of suspect activity. Originality/value This paper presents a contemporaneous discussion and data on legal and regulatory changes that resulted from management malfeasance of executive compensation. © Copyright - 2011 Emerald Group Publishing Limited. All rights reserved.||cited By 1|Mike Cottrell School of Business, North Georgia College, State University, Dahlonega, GA, United States|English|
Journal Article|article|87|Alajmi A,Worthington AC|Corporate governance in Kuwait: joining the dots between regulatory reform, organisational change in boards and audit committees and firm market and accounting performance|Journal of Financial Reporting and Accounting|Q2|16|2023||||Emerald Publishing||2023|||1985-2517|http://dx.doi.org/10.1108/JFRA-04-2022-0133|10.1108/JFRA-04-2022-0133|Purpose: This study aims to examine the link between boards and audit committees and firm performance in Kuwaiti listed firms in the context of recent and extensive corporate governance regulatory reform. Design/methodology/approach: Panel data regression analysis with fixed effects and clustered standard errors of firm performance for 61–97 listed industrial and services firms in Kuwait over a seven-year period. The dependent variables are the returns on assets and equity, the debt-to-equity ratio and leverage and Tobin’s Q and the independent variables comprise board of directors and audit committee characteristics, including size, the number of meetings and the numbers of independent and outside board and expert committee members. Firm size, subsidiary status and cash flow serve as control variables. Findings: Mixed results with respect to the characteristics of the board of directors. Board size and independent and outsider board members positively relate only to Tobin’s Q and insiders only to debt to equity. For audit committee characteristics, committee size, independence and expertise positively relate to the return on equity and committee size and expertise only to Tobin’s Q. Of the five performance measures considered, board and audit committee characteristics together best determine Tobin’s Q. Research limitations/implications: Data from a single country limits generalisability and control variables necessarily limited in a developing market context. Need for qualitative insights into corporate governance reform as a complement to conventional quantitative analysis. In combining accounting and market information, Tobin’s Q appears best able to recognise the performance benefits of good corporate governance in terms of internal organisational change. Practical implications: The recent corporate governance code and guidelines reforms exert a mixed impact on firm performance, with audit committees, not boards, of most influence. But recent reforms implied most change to boards of directors. One suggestion is that non- market reform may have been unneeded given existing market pressure on listed firms and firms anticipating regulatory change. Social implications: Kuwait’s corporate governance reforms codified corporate governance practices already in place among many of its firms in pursuit of organisational legitimacy, and while invoking substantial change to audit committees, involved minor change to firm performance, at least in the short term. Some firms may also have delisted in expectation of stronger corporate governance requirements. Regardless, these direct and indirect processes both improved the overall quality of listed firm corporate governance and performance in Kuwait. Originality/value: Seminal analysis of corporate governance reforms in Kuwait, which have rapidly progressed from no corporate governance code and guidelines to an initially voluntary and then compulsory regime. Only known analysis to incorporate both board of directors and audit committee characteristics. Reveals studies of the corporate governance–firm performance relationship may face difficulty in model specification, and empirical significance, given the complexity of corporate governance codes and guidelines, leads in changing firm behaviour and self-selection of firms into and out of regulated markets. © 2023, Emerald Publishing Limited.||cited By 0|Department of Accounting, Finance and Economics, Public Authority for Applied Education and Training, Kuwait City, Kuwait; Griffith University, Brisbane, Australia|English|
Journal Article|article|90|da Silveira GA,Klein V|THE SEVERANCE PAY IN BRAZIL: AN ANALYSIS OF THE HRT CASE [O severance pay no Brasil: uma análise do Caso HRT]|Revista Direito GV|Q2|4|2022|18|3||Fundacao Getulio Vargas, Escola de Direito de Sao Paulo||2022|||2317-6172|http://dx.doi.org/10.1590/2317-6172202236|10.1590/2317-6172202236|Severance packages are granted to senior executives to mitigate management problems, such as risk aversion. When the incentive plan stipulates the acquisition of control as a hypothesis for triggering the indemnity, the benefit takes the form of a golden parachute and works as a defensive measure against hostile acquisitions by increasing the cost of the operation for the acquirer. It is understood that the evaluation of the board of directors performance in the executive pay approval must be based on the convenience of the instrument for social interest, which requires an institutional analysis. Both the ownership structure and the market for corporate control are relevant elements to determine if the incentive seeks to fulfill the purpose for which it is being planned, especially when the threat of hostile acquisitions is used as a justification for implementation. Therefore, based on the HRT Case, the severance pay is analyzed in observance of the Brazilian capital market characteristics. Although it does not represent all the complexity of the issue, the case chosen is a portrait of a specific reality and offers important thoughts for an efficient regulation of executive pay in Brazil. This work intends to demonstrate that Comissão de Valores Mobiliários [CVM] took into account purely theoretical benefits of the severance pay and did not incorporate the brazilian stock market specificities in the analysis, a decision that brought losses to HRT Participações em Petróleo S/A shareholders. © 2022 Fundacao Getulio Vargas, Escola de Direito de Sao Paulo. All rights reserved.||cited By 0|Universidade Federal do Paraná, Paraná, Curitiba, Brazil; Procuradoria-Geral do Estado do Paraná, Paraná, Curitiba, Brazil|Portuguese|
Journal Article|article|107|Alles M,Friedland J|Reforming governance of too big to fail banks: The prudent investor RULE and enhanced governance disclosures by bank boards of directors|Journal of Banking Regulation|Q2|17|2012|13|3|189-210|||2012|||1745-6452|http://dx.doi.org/10.1057/jbr.2011.25|10.1057/jbr.2011.25|Banks, particularly those considered too big to fail, pose a particular governance challenge, especially for taxpayers who face an undiversifiable risk of being the final backstop of the financial system. The nexus of bank governance is the board of directors, but they have proven inadequate in controlling the riskiness of bank activities, an outcome due both of the complexity of modern banks, and because boards are uncertain about what is expected of them. Using an interdisciplinary approach from law and accounting, we propose a two- step procedure to improve bank governance. First, we give bank directors an explicit standard to assess the outcome of their actions: the Prudent Investor rule which is the requirement for trusts. Adopting the Prudent Investor rule would return to director's responsibility to control the risks of banking activities. To enforce the higher standard, we propose to use disclosure as a disciplining mechanism. We base the new disclosure regime on Section 404 of the Sarbanes-Oxley Act that requires managers to implement controls over the firm's financial reporting processes and to publicly attest to their effectiveness. This section failed to prevent the credit crisis because it was too narrowly focused. We recommend that the provision be broadened to encompass governance controls in general, and that responsibility for disclosure be placed on the bank board rather than on managers. © 2012 Macmillan Publishers Ltd.||cited By 0|Rutgers Business School, Department of Accounting and Information Systems, Newark, NJ 07102-3122, United States|English|
Journal Article|article|120|Alajmi A,Worthington AC|Corporate governance in Kuwait: joining the dots between regulatory reform, organisational change in boards and audit committees and firm market and accounting performance|JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING|Q2|16|||||EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND||||1985-2517|http://dx.doi.org/10.1108/JFRA-04-2022-0133|10.1108/JFRA-04-2022-0133|PurposeThis study aims to examine the link between boards and audit committees and firm performance in Kuwaiti listed firms in the context of recent and extensive corporate governance regulatory reform. Design/methodology/approachPanel data regression analysis with fixed effects and clustered standard errors of firm performance for 61-97 listed industrial and services firms in Kuwait over a seven-year period. The dependent variables are the returns on assets and equity, the debt-to-equity ratio and leverage and Tobin's Q and the independent variables comprise board of directors and audit committee characteristics, including size, the number of meetings and the numbers of independent and outside board and expert committee members. Firm size, subsidiary status and cash flow serve as control variables. FindingsMixed results with respect to the characteristics of the board of directors. Board size and independent and outsider board members positively relate only to Tobin's Q and insiders only to debt to equity. For audit committee characteristics, committee size, independence and expertise positively relate to the return on equity and committee size and expertise only to Tobin's Q. Of the five performance measures considered, board and audit committee characteristics together best determine Tobin's Q. Research limitations/implicationsData from a single country limits generalisability and control variables necessarily limited in a developing market context. Need for qualitative insights into corporate governance reform as a complement to conventional quantitative analysis. In combining accounting and market information, Tobin's Q appears best able to recognise the performance benefits of good corporate governance in terms of internal organisational change. Practical implicationsThe recent corporate governance code and guidelines reforms exert a mixed impact on firm performance, with audit committees, not boards, of most influence. But recent reforms implied most change to boards of directors. One suggestion is that non- market reform may have been unneeded given existing market pressure on listed firms and firms anticipating regulatory change. Social implicationsKuwait's corporate governance reforms codified corporate governance practices already in place among many of its firms in pursuit of organisational legitimacy, and while invoking substantial change to audit committees, involved minor change to firm performance, at least in the short term. Some firms may also have delisted in expectation of stronger corporate governance requirements. Regardless, these direct and indirect processes both improved the overall quality of listed firm corporate governance and performance in Kuwait. Originality/valueSeminal analysis of corporate governance reforms in Kuwait, which have rapidly progressed from no corporate governance code and guidelines to an initially voluntary and then compulsory regime. Only known analysis to incorporate both board of directors and audit committee characteristics. Reveals studies of the corporate governance-firm performance relationship may face difficulty in model specification, and empirical significance, given the complexity of corporate governance codes and guidelines, leads in changing firm behaviour and self-selection of firms into and out of regulated markets.|Corporate governance; Audit committees; Boards of directors; Emerging markets; Market and accounting performance; Kuwait||Alajmi, A (Corresponding Author), Publ Author Appl Educ & Training, Dept Accounting Finance & Econ, Kuwait, Kuwait. Alajmi, Abdullah, Publ Author Appl Educ & Training, Dept Accounting Finance & Econ, Kuwait, Kuwait. Worthington, Andrew C., Griffith Univ, Brisbane, Australia.|English|
Journal Article|article|131|Nordberg D|Edging Toward `Reasonably' Good Corporate Governance|PHILOSOPHY OF MANAGEMENT|Q2|13|2018|17|3|353-371|SPRINGER INTERNATIONAL PUBLISHING AG|GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND|2018-11|||1740-3812|http://dx.doi.org/10.1007/s40926-017-0083-9|10.1007/s40926-017-0083-9|Over four decades, research and policy have created layers of understandings in the quest for ``good'' corporate governance. The corporate excesses of the 1970s sparked a search for market mechanisms and disclosure to empower shareholders. The UK-focused problems of the 1990s prompted board-centric, structural approaches, while the fall of Enron and many other companies in the early 2000s heightened emphasis on director independence and professionalism. With the financial crisis of 2007-09, however, came a turn in some policy approaches and in academic literature seeking a different way forward. This paper explores those four phases and the discourse each develops and then links each to assumptions about accountability and cognition. After the financial crisis came pointers n policy and practice away from narrow, rationalist prescriptions and toward what the philosopher Stephen Toulmin calls ``reasonableness''. Acknowledging that heightens awareness of complexity and interdependence in corporate governance practice. The paper then articulates a research agenda concerning what ``reasonably'' good corporate governance might entail.|Corporate governance; Boards of directors; Investors; Rationality; Reasonableness||Nordberg, D (Corresponding Author), Bournemouth Univ, Execut Business Ctr, 89 Holdenhurst Rd, Bournemouth BH8 8EB, Dorset, England. Nordberg, Donald, Bournemouth Univ, Execut Business Ctr, 89 Holdenhurst Rd, Bournemouth BH8 8EB, Dorset, England.|English|
Journal Article|article|135|Perez-Calero Sanchez L,Barroso Castro C,Villegas Perinan MM|Integrating the board's resources to achieve a firm's internationalisation|ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION|Q2|19|2015|28|3|332-358|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2015|||1012-8255|http://dx.doi.org/10.1108/ARLA-06-2014-0070|10.1108/ARLA-06-2014-0070|Purpose - From the resource-based view (RBV), the purpose of this paper is to argue that the board has the capability to participate in international strategic decisions and deal with the environmental complexities that internationalisation brings; and moreover, to achieve better performance than its competitors. Design/methodology/approach - This paper highlights the active participation of the board in firm internationalisation using a sample of 78 Spanish firms quoted on Madrid Stock Exchange. The authors used a longitudinal analysis from 2005 through 2010. Findings - The results show that while the resources provided by the directors through their level of education and international experience, help them learn and process information, and they are a source of expertise representing ``board potential''. A board that functions well through the directors' relationships allow the proper integration and use of these resources, and helps create sustainable competitive advantages in an international context. Originality/value - From a RBV, this paper refines and extends the concept of ``board capability'' as the combination of potential and internal relations that allow boards to undertake their roles competently over time. Additionally, the paper empirically examines the effect of board capability on firm internationalisation.|Board of directors; Resource-based view; Firm internationalization||Sanchez, LPC (Corresponding Author), Univ Pablo de Olavide, Org Business & Mkt, Seville, Spain. Perez- Calero Sanchez, Leticia, Univ Pablo de Olavide, Org Business & Mkt, Seville, Spain. Barroso Castro, Carmen; Villegas Perinan, Maria del Mar, Univ Seville, Business Adm & Mkt, Seville, Spain.|English|
Journal Article|article|144|Sanchez-Marin G,Samuel Baixauli-Soler J|TMT pay dispersion and firm performance: the moderating role of organizational governance effectiveness|JOURNAL OF MANAGEMENT & ORGANIZATION|Q2|43|2015|21|4|436-459|CAMBRIDGE UNIV PRESS|EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND|2015-07|||1833-3672|http://dx.doi.org/10.1017/jmo.2014.87|10.1017/jmo.2014.87|This study supports tournament theory in relation to high levels of organizational hierarchies, indicating that the job complexity facing the top management team supposes that pay dispersion positively influences firm performance. Examining a sample of 709 firm-year observations of Spanish listed companies spanning the period 2004-2012, our results indicate that the association between firm performance and top management team pay dispersion is conditional on the effectiveness of corporate governance. High top management team pay dispersion is associated with better performance in owner- controlled firms, where more effective monitoring is exerted by the board of directors.|compensation dispersion; top management team; tournament theory; governance effectiveness; firm performance||Sanchez-Marin, G (Corresponding Author), Univ Murcia, Dept Management & Finance, Murcia, Spain. Sanchez-Marin, Gregorio; Samuel Baixauli-Soler, J., Univ Murcia, Dept Management & Finance, Murcia, Spain.|English|
Journal Article|article|150|van Rijn J,Zeng S,Hueth B|Do credit unions have distinct objectives. Evidence from executive compensation structures|ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS|Q2|42|2023|94|1|5-38|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2023-03|||1370-4788|http://dx.doi.org/10.1111/apce.12365|10.1111/apce.12365|Credit unions compete directly with commercial banks in markets for consumer financial services yet receive an exemption from federal corporate income tax. Commercial banks claim that credit unions are no different than banks and that the credit union tax exemption represents an unfair competitive advantage. Credit unions counter that while they offer similar products and services, they differ from commercial banks in terms of structure and mission, given their not-for-profit, cooperative status. In this paper, we test for substantive differences in the objective functions of commercial banks and nonprofit credit unions by comparing CEO compensation structures. Drawing on the relevant principal-agent literature, we provide several arguments to support the hypotheses that credit union boards of directors establish lower-powered incentive contracts with their CEOs relative to similarly sized commercial banks, and offer lower total compensation. We find that credit union CEOs receive approximately 250% less performance-based compensation relative to CEOs of similarly sized community banks. Bank CEOs also earn approximately 15% to 20% more total compensation on average. The results are generally robust to controlling for CEO- and board-level characteristics, local economic conditions, and institution-level indicators of size, growth, complexity, liquidity and risk. The findings suggest important differences in incentive structures and objectives between banks and credit unions.|banks; cooperatives; credit unions; executive compensation; principal-agent; prosocial behavior||van Rijn, J (Corresponding Author), Univ Wisconsin, Coll Agr & Life Sci, Agr & Appl Econ, Madison, WI 53706 USA. van Rijn, Jordan, Univ Wisconsin, Dept Agr & Appl Econ, Madison, WI 53706 USA. Zeng, Shuwei, Freddie Mac, Mclean, VA USA. Hueth, Brent, USDA, Econ Res Serv, Washington, DC 20250 USA.|English|
Journal Article|article|155|Bouffard SC,Boggis P,Monk B,Pereira M,Quan K,Fleming S|Discrete-Event Simulation Modeling Unlocks Value for the Jansen Potash Project|INTERFACES|Q2|69|2018|48|1|45-56|INFORMS|5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, MD 21228 USA|JAN-FEB 2018|||0092-2102|http://dx.doi.org/10.1287/inte.2017.0930|10.1287/inte.2017.0930|BHP plans to enter the bulk fertilizer market by developing its first potash operation, the Jansen Potash Mine, in Saskatchewan, Canada. In conjunction with Amec Foster Wheeler, the Jansen project team developed a model of the Jansen production and logistics chain to understand the drivers of production capacity. The Detailed Integrated Capacity Estimate model (DICE) is a comprehensive discrete-event simulation model of Jansen's upstream production (mining, hoisting, and ore processing) and downstream logistics (rail, port, and marketing). DICE provides an unprecedented combination of complexity, granularity, and scalability, which informs ore storage capacities, product sizing infrastructure, critical-equipment redundancies, bypasses, and operational practices. The team used DICE during the prefeasibility study of the Jansen project. The model provided the justification for the removal of about $300 million in capital expenses to equip the second of two hoisting shafts, the reduction of planned maintenance, and the increase of the degree of mining automation. Throughout the prefeasibility study, Jansen's annual production in stage 1 of operations was estimated to increase by 15-20 percent, with two-thirds of this gain credited to DICE. This potential additional production added $500 million to the net present value of Jansen stage 1. In consideration of this, among other factors, the BHP board of directors approved the transition of the Jansen project from a prefeasibility to a feasibility study.|models; discrete time; capacity expansion; capital assets; investment; mining; sensitivity analysis; simulation||Bouffard, SC (Corresponding Author), BHP, Saskatoon, SK S7K IL3, Canada. Bouffard, Sylvie C.; Boggis, Peter, BHP, Saskatoon, SK S7K IL3, Canada. Monk, Bryan; Pereira, Marianela; Fleming, Sandra, Amec Foster Wheeler, Environm & Infrastruct Div, Burnaby, BC V5C 0E4, Canada. Quan, Keith, Amec Foster Wheeler, Environm & Infrastruct Div, Operat Anal Grp, Burnaby, BC V5C 0E4, Canada.|English|
Journal Article|article|156|da Silveira GA,Klein V|THE SEVERANCE PAY IN BRAZIL: AN ANALYSIS OF THE HRT CASE|REVISTA DIREITO GV|Q2|4|2022|18|3||FUNDACAO GETULIO VARGAS, ESCOLA DIREITO|RUA ROCHA, 23 11 ANDAR, SAO PAULO SP, 01330-0000, BRAZIL|2022|||1808-2432|http://dx.doi.org/10.1590/2317-6172202236|10.1590/2317-6172202236|Severance packages are granted to senior executives to mitigate management prob-lems, such as risk aversion. When the incentive plan stipulates the acquisition of con-trol as a hypothesis for triggering the indemnity, the benefit takes the form of a golden parachute and works as a defensive measure against hostile acquisitions by increas-ing the cost of the operation for the acquirer. It is understood that the evaluation of the board of directors performance in the executive pay approval must be based on the convenience of the instrument for social interest, which requires an institutional analysis. Both the ownership structure and the market for corporate control are rel-evant elements to determine if the incentive seeks to fulfill the purpose for which it is being planned, especially when the threat of hostile acquisitions is used as a justifica-tion for implementation. Therefore, based on the HRT Case, the severance pay is ana-lyzed in observance of the Brazilian capital market characteristics. Although it does not represent all the complexity of the issue, the case chosen is a portrait of a specific reality and offers important thoughts for an efficient regulation of executive pay in Brazil. This work intends to demonstrate that Comissao de Valores Mobiliarios [CVM] took into account purely theoretical benefits of the severance pay and did not incorpo-rate the brazilian stock market specificities in the analysis, a decision that brought losses to HRT Participacoes em Petroleo S/A shareholders.|Severance packages; compensation; market for corporate control; entrenchment; HRT case||da Silveira, GA (Corresponding Author), Univ Fed Parana, Curitiba, PR, Brazil. da Silveira, Gabriel Abreu; Klein, Vinicius, Univ Fed Parana, Curitiba, PR, Brazil. Klein, Vinicius, Procuradoria Geral Estado do Parana, Curitiba, PR, Brazil.|English|
Journal Article|article|157|Mzenzi SI,Gaspar AF|Managing competing institutional logics in governance of public-sector entities in Tanzania|JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES|Q2|23|2022|12|3|507-546|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2022-05-09|||2042-1168|http://dx.doi.org/10.1108/JAEE-10-2020-0279|10.1108/JAEE-10-2020-0279|Purpose The paper aims to investigate how the governance practices of public-sector entities (PSEs) in Tanzania are shaped by competing institutional logics and strategies used to manage the logics. Design/methodology/approach In the paper, empirical evidence was gathered through documentary sources, non-participant observations and in-depth interviews with members of boards of directors (BoDs), chief executive officers (CEOs), internal and external auditors, senior executives and ministry officials. The data were analyzed using thematic and pattern-matching approaches. Findings The paper shows that bureaucratic and market logics co-exist and variations in governance practices within and across categories of PSEs. These are reflected in CEO appointments, multiple roles of CEOs, board member appointments, board composition, multiple board membership, board roles and evaluation of board performance. External audits also foster market logic in governance practices. The two competing logics are managed by actors through selective coupling, compromise, decoupling and compartmentalization. Despite competing logics, the bureaucratic logic remains dominant and is largely responsible for variations between the underlying logics and governance practices. Practical implications The findings suggest that public-sector reforms in emerging economies (EEs) must account for the fact that governance practices in PSEs are shaped by different institutional logics embedded in socioeconomic, political and organizational contexts and their corresponding management strategies. Originality/value Few previous studies explicitly report relationships between institutional logics and the governance practices of PSEs in EEs. The current study is one of few empirical studies to connect competing institutional logics and the associated management strategies, as well as governance practices in EEs in the context of public-sector reforms.|External audit; Governance; Institutional logics; Tanzania||Mzenzi, SI (Corresponding Author), Univ Dar Es Salaam, Dept Accounting, Business Sch, Dar Es Salaam, Tanzania. Mzenzi, Siasa Issa, Univ Dar Es Salaam, Dept Accounting, Business Sch, Dar Es Salaam, Tanzania. Gaspar, Abeid Francis, Inst Finance Management, Dept Accounting & Finance, Dar Es Salaam, Tanzania.|English|
