ENTRYTYPE|ID|Item type|Author|Editors|quartil|hindex|Title|Journal|Publication year|Volume|Issue|Pages|Publisher|Address|Date published|ISBN|ISBN alt|ISSN|URLs|DOI|Abstract|Keywords|Notes|Affiliation|Language|Pages cited
article|58|Journal Article|Orly CF,Mauricio CF,Glenda GC,Wilmer CF||Q2|18|Incidence of technology and management in the innovation of Ecuadorian exporting SMEs [Incidencia de la tecnología y gestión en la innovación de las pymes exportadoras ecuatorianas]|Revista de Ciencias Sociales|2022|28|2|246-257|Universidad del Zulia||2022|||1315-9518|http://dx.doi.org/10.31876/rcs.v28i2.37936|10.31876/rcs.v28i2.37936|Innovation is the pillar of competitiveness of small and medium-sized exporting companies. This research aims to examine the incidence of technology, human resources and management with innovation in these exporting companies. The research approach is quantitative, the method is deductive, the type of research is correlational, with a non-experimental and cross-sectional design, using a sample of 126 exporting companies from the province of Guayas- Ecuador. The data processing was through factorial analysis and subsequently a linear regression was performed. The results show that technology and management have a positive impact on the innovation of small and medium-sized exporting companies, where management is mainly oriented towards resources, skills and knowledge to achieve innovation. The research provides the literature with empirical evidence of these relationships since previous studies have focused on the export success of this type of company or on examining their innovation without focusing on the exporters. It is concluded that it is important for the administrators of these exporting companies, because through increasing technology and management in these companies, their innovative potential is increased © 2022. Revista de Ciencias Sociales.All Rights Reserved.||cited By 1|Universidad Católica de Santiago de Guayaquil, Guayaquil, Ecuador; Universidad Espíritu Santo- Ecuador, Samborondón, Ecuador; Universitat Rovira i Virgili, Spain; Escuela Superior Politécnica del Litoral, ESPOL, Campus Gustavo Galindo, Guayaquil, Ecuador|Spanish|
article|74|Journal Article|Siregar I,Ma'rifataini L,Ta'rif,Suprapto,An-Nahidl NA,Habibah N,Sopandi E,Salman I,Munawiroh||Q2|16|The role of motivation of unified theory acceptance, use of technology model and innovation diffusion theory on e-learning intention of SMEs employee|International Journal of Data and Network Science|2022|6|4|1055-1064|Growing Science||2022|||2561-8148|http://dx.doi.org/10.5267/j.ijdns.2022.8.003|10.5267/j.ijdns.2022.8.003|In the digital era and the era of the industrial revolution 4.0, the quality of human resources needs to be improved in order to have competencies that are in accordance with the needs of the organization. Therefore, an effective and efficient method is needed to improve employee competence by using elearning technology. This study analyzes the Diffusion of Innovation Theory through the Unified Theory of Acceptance and Use of Technology (UTAUT) model. The study uses quantitative data obtained by surveying 400 SME employees in Indonesia using an e-learning system. Dissemination of data is by using online questionnaires through social media. Data analysis uses structural equation modeling (SEM) modeling. The results of data analysis show that the theory of diffusion of innovations mediated by intrinsic and extrinsic motivation in the UTAUT model had a significant effect. The aspects that make up the theory of diffusion of innovation significantly and directly affect the intention of SMEs employees to use the e-learning system. The findings show that the diffusion of innovation theory has various indicators for the application of learning systems and further elearning development so that they can have a real and significant impact on improving organizational performance and competitiveness. © 2022 by the authors; licensee Growing Science, Canada.||cited By 0|National Research and Innovation Agency Republic of Indonesia, Indonesia|English|
article|79|Journal Article|Korcsmáros E,Machová R||Q2|40|Challenges of burnout prevention in slovac smes– focus on optimal employment|Acta Polytechnica Hungarica|2021|18|2|87-104|Budapest Tech Polytechnical Institution||2021|||1785-8860|http://dx.doi.org/10.12700/APH.18.2.2021.2.5|10.12700/APH.18.2.2021.2.5|Labor shortages have become widespread in Slovakia in recent years. Numerous studies deal with the difficulties of finding a skilled, motivated workforce and the difficulties of retantion. The aim of this study is to introduce the tools used by managers in HR with special regard in examining the efforts companies make to prevent burnout. The study provides a statistical analysis of the results of primary data collection on a sample of 431 SMEs the current employment policy issues in Slovakia, with a particular focus on recruitment, motivation and retention. SMEs are the engine of the European Economy, which is why it is very important that this machinery works well, is able to produce continuously and thus contribute to the economic development of the country. One of the prerequisites for this is that the human resources available to them are properly managed. Our goal is to showcase the opportunities and tools that a manager or HR department uses when it comes to employing a company, and to try to find a solution for the problem of retaining an effective workforce. Based on the obtained data related to burnout syndrome, we can conclude that 76.38% of the surveyed companies address the issue of employee burnout. 86% of the employees are at risk of burnout, since burnout is the diesease of our modern civilization. 68% of the companies struggle with more than a 15% workforce fluctuation, which can be declared a loss for the company. © 2021, Budapest Tech Polytechnical Institution. All rights reserved.||cited By 0|J. Selye University, Faculty of Econommics, Bratislavska str. 3322945 01, Slovakia|English|
article|108|Journal Article|Dvoulety O,Blazkova I||Q2|34|Determinants of competitiveness of the Czech SMEs: findings from the global competitiveness project|COMPETITIVENESS REVIEW|2021|31|3, SI|361-378|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2021-05-21|||1059-5422|http://dx.doi.org/10.1108/CR-01-2020-0007|10.1108/CR-01-2020-0007|Purpose The purpose of this paper is to examine the firm-level drivers of competitiveness of the Czech small- and medium-sized enterprises (SMEs) using the complex firm-level competitiveness index. The authors explored the relationship between firm competitiveness and firm characteristics such as size, age, industry affiliation and location. Design/methodology/approach The complex competitiveness index as a proxy for firm competitiveness was calculated from the survey data. In total, 132 complete questionnaires filled in by representatives of randomly selected Czech SMEs were collected in 2018. Additional firm characteristics (size, age, industry affiliation and location) considered as determinants of competitiveness were obtained from the commercial database Albertina and from the Czech Statistical Office. The determinants of competitiveness were tested econometrically by estimation of multivariate regression models. Findings The authors mainly found a significant relationship between the firm size and competitiveness of the Czech SMEs. The authors have also confirmed that the least competitive enterprises are those operating in the agricultural sector and that regional location plays an important role in the determination of firm competitiveness. Practical implications The identification of competitiveness drivers can provide entrepreneurs, managers and policymakers with important implications. It seems beneficial for the Czech SMEs to expand the scope of operations to achieve a larger company size, for example, by focussing on investment activities, direct marketing, improving entrepreneurial skills or by applying an aggressive sales strategy, especially towards markets with lower competition. Politicians may respond to these efforts by setting the appropriate policies that promote SMEs' competitiveness, for example, through the hard and soft public support for financial and human resources. Originality/value Although many studies on competitiveness have been published, there is still a limited number of firm-level studies looking at competitiveness from multiple angles rather than from the study of profitability and productivity. In contrast, the study uses a complex firm-level competitiveness index based on ten competitiveness pillars (technology, human capital, products, domestic market, networks, international markets, online presence, marketing, decision making and strategy) to capture the contribution of different resources and capabilities to firm competitiveness.|Competitiveness; Competitiveness index; Small- and medium-sized enterprises (SMEs); Firm size; Firm- level analysis; Czech Republic||Dvoulety, O (Corresponding Author), Univ Econ, Dept Entrepreneurship, Prague, Czech Republic. Dvoulety, Ondrej, Univ Econ, Dept Entrepreneurship, Prague, Czech Republic. Blazkova, Ivana, Mendel Univ Brno, Dept Reg & Business Econ, Brno, Czech Republic.|English|
article|109|Journal Article|Jaya PE,Utama MS,Yasa IG,Yuliarmi NN||Q2|32|Improving competitiveness and well-being through human resources quality, local culture, and product performance|COGENT BUSINESS & MANAGEMENT|2020|7|1||TAYLOR & FRANCIS AS|KARL JOHANS GATE 5, NO-0154 OSLO, NORWAY|2020-01-01|||2331-1975|http://dx.doi.org/10.1080/23311975.2020.1831247|10.1080/23311975.2020.1831247|This study aims to examine and analyze the effect of Human Resources Quality, Product performance, and local culture on Competitiveness and welfare of small and medium-sized businesses. The study was conducted at the Small and Medium Enterprises in Denpasar-Bali-Indonesia which collected 126 business owner. The research was conducted by census, where all participation was used as research respondents. Data collection was carried out through interviews related to the prepared questionnaire. Questionnaires that were asked by respondents then tabulated and processed with the SmartPLS 3.0 program. The results found that the quality of human resources, product performance, and local culture showed a significant positive effect on competitiveness. Competitiveness shows a significant positive effect on the competitiveness of small and medium businesses. The results of the study prove that product performance and competitiveness together mediate the relationship between Human Resources Quality and Welfare.|human resources quality; product performance; local culture; competitiveness; well-being||Jaya, PEJ (Corresponding Author), Udayana Univ, Fac Econ & Business, Denpasar, Bali, Indonesia. Jaya, Putu Eka Juliana; Utama, Made Suyana; Yasa, I. G. W. Murjana; Yuliarmi, Ni Nyoman, Udayana Univ, Fac Econ & Business, Denpasar, Bali, Indonesia.|English|
article|110|Journal Article|Lopez Fernandez R,Urquiola Sanchez O,Capa Benitez LB||Q2|4|Human resources and innovation practices in SMEs for tourist accommodation in Machala, Ecuador: An exploratory study|PASOS-REVISTA DE TURISMO Y PATRIMONIO CULTURAL|2018|16|3|833-842|GOBIERNO CANARIAS, CONSEJERIA EDUCACION CULTURA & DEPORTES|AVE DE ANAGUA, SANTA CRUZ TENERIFE, CANARIAS, 38001, SPAIN|2018-07|||1695-7121|http://dx.doi.org/10.25145/j.pasos.2018.16.058|10.25145/j.pasos.2018.16.058|The complexity and high level of uncertainty generated by the changes faced by tourism accommodation SMEs require that their management practices be modified to give priority to human resources. The present study focuses on an analysis of the present practices in human resource management as a strategic factor for the successful performance of these organizations. To this effect, a cross-sectional analytical study was carried out that included SMEs for tourism accommodation in Canton Machala in the province of El Oro in Ecuador. Theoretical methods such as synthetic, analytical and historical logic were used together with empirical analysis of documents plus observation studies,interviews and surveys. The results show that the present use and management of human resources is insufficientl, impacting negatively on the competitiveness of tourism accommodation SMEs in Canton Machala in the province of El Oro, Ecuador.|SMEs; Strategy and competitive advantage; Human resources; Strategic factor and tourist accommodations||Fernandez, RL (Corresponding Author), Univ Metropolitana, Quito, Ecuador. Lopez Fernandez, Raul; Urquiola Sanchez, Orquidea, Univ Metropolitana, Quito, Ecuador. Capa Benitez, Lenny Beatriz, Univ Tecn Machala, Machala, Ecuador.|Spanish|
article|111|Journal Article|Fernandes AA,Taba IM||Q2|24|Welding technology as the moderation variable in the relationships between government policy and quality of human resources and workforce competitiveness|JOURNAL OF SCIENCE AND TECHNOLOGY POLICY MANAGEMENT|2019|10|1|58-72|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2019-03-04|||2053-4620|http://dx.doi.org/10.1108/JSTPM-05-2017-0019|10.1108/JSTPM-05-2017-0019|Purpose This paper aims to investigate the moderation effect of welding technology on the relationship between government policy and quality human resources and workforce competitiveness. Design/methodology/approach The research is quantitative in nature, i.e. it aims to explain the causality relationship between variables. This research is quantitative research, it aims to explain the causality relationship between variables. The analysis tool was generalized structure component analysis. Findings First, government policy has a significant and positive effect on workforce competitiveness, indicating that higher government policy will result in higher workforce competitiveness. Welding technology is the moderating variable in the relationship between government policy and workforce competitiveness. Higher implementation of welding technology will strengthen the relationship between government policy and workforce competitiveness. Second, quality of human resources has a significant and positive effect on workforce competitiveness; higher quality of human resources will therefore result in higher workforce competitiveness. Welding technology is the moderating variable in the relationship between quality of human resources and workforce competitiveness. Higher implementation of welding technology will therefore strengthen the relationship between quality of human resources and workforce competitiveness. Originality/value The moderating effect of welding technology in the relationships between government policy and quality of human resources and workforce competitiveness has not been comprehensively studied yet; the present study fills this gap.|Government policy; Human resources quality; Welding technology; Workforce competitiveness||Fernandes, AAR (Corresponding Author), Univ Brawijaya, Dept Stat, Malang, Indonesia. Fernandes, Adji Achmad Rinaldo, Univ Brawijaya, Dept Stat, Malang, Indonesia. Taba, Idrus Muhammad, Univ Hasanuddin, Dept Management, Makassar, Indonesia.|English|
article|112|Journal Article|Lopez-Torres GC||Q2|49|The impact of SMEs' sustainability on competitiveness|MEASURING BUSINESS EXCELLENCE|2023|27|1|107-120|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2023-03-15|||1368-3047|http://dx.doi.org/10.1108/MBE-12-2021-0144|10.1108/MBE-12-2021-0144|Purpose Recently, researchers have shown an increased interest in sustainable development. Indeed, national and international governments call for urgent transformations into sustainable development, where firms are affected and affecting this situation. However, recent evidence has shown that small and medium-sized enterprises (SMEs) present low interest, commitment and maturation levels on sustainability; they seem to neglect and question the actual impact of transforming sustainability as a priority in their operations. Thus, this paper aims to measure the impact of sustainability on competitiveness in SMEs. Design/methodology/approach This is empirical research on sustainability and competitiveness in SMEs with a quantitative approach through structural equation modeling. Three hundred twenty-five surveys were applied to SMEs' manufacturing, construction, trade and services, operating in Mexico. Before measuring variables' multiple correlations, tests were carried out to establish the validity and reliability of the model. The data collection, validation and analysis were carried out with statistical package for social sciences and analysis of moment structures. Findings The results indicate a significant positive effect of SMEs' sustainability on competitiveness. The adjusted measurement model shows validity and reliability through the various tests applied. Thus, firms should not view sustainability as detrimental to their competitiveness. Originality/value Because firms are crucial in the urgent sustainability transformation, recent research has shown their low commitment and maturation to sustainability. This research's originality empirically measures and demonstrates sustainability's impact on SMEs' competitiveness. Therefore, empirically testing this impact becomes essential and original to provide better insights into SMEs' needs to be uncovered, prioritied and done in their specific and evolving contexts.|Competitiveness; Sustainability; Structural equations; Small to medium-sized enterprises (SME)||Lopez-Torres, GC (Corresponding Author), Univ Autonoma Aguascalientes, Dept Human Resources, Aguascalientes, Aguascalientes, Mexico. Lopez- Torres, Gabriela Citlalli, Univ Autonoma Aguascalientes, Dept Human Resources, Aguascalientes, Aguascalientes, Mexico.|English|
article|118|Journal Article|Korcsmaros E,Machova R||Q2|40|Challenges of Burnout Prevention in Slovac SMEs- Focus on Optimal Employment|ACTA POLYTECHNICA HUNGARICA|2021|18|2|87-104|BUDAPEST TECH|BECSI UT 96-B, BUDAPEST, H-1034, HUNGARY|2021|||1785-8860|http://dx.doi.org/10.12700/APH.18.2.2021.2.5|10.12700/APH.18.2.2021.2.5|Labor shortages have become widespread in Slovakia in recent years. Numerous studies deal with the difficulties of finding a skilled, motivated workforce and the difficulties of retantion. The aim of this study is to introduce the tools used by managers in HR with special regard in examining the efforts companies make to prevent burnout. The study provides a statistical analysis of the results of primary data collection on a sample of 431 SMEs the current employment policy issues in Slovakia, with a particular focus on recruitment, motivation and retention. SMEs are the engine of the European Economy, which is why it is very important that this machinery works well, is able to produce continuously and thus contribute to the economic development of the country. One of the prerequisites for this is that the human resources available to them are properly managed. Our goal is to showcase the opportunities and tools that a manager or HR department uses when it comes to employing a company, and to try to find a solution for the problem of retaining an effective workforce. Based on the obtained data related to burnout syndrome, we can conclude that 76.38% of the surveyed companies address the issue of employee burnout. 86% of the employees are at risk of burnout, since burnout is the diesease of our modern civilization. 68% of the companies struggle with more than a 15% workforce fluctuation, which can be declared a loss for the company.|employment; motivation tools; burnout syndrome; SMEs competitiveness; Slovakia||Korcsmaros, E (Corresponding Author), J Selye Univ, Fac Economm, Bratislayska Str 3322, Komarno, Slovakia. Korcsmaros, Eniko; Machova, Renata, J Selye Univ, Fac Economm, Bratislayska Str 3322, Komarno, Slovakia.|English|
article|124|Journal Article|Strakova J,Talir M,Vachal J||Q2|29|OPPORTUNITIES AND THREATS OF DIGITAL TRANSFORMATION OF BUSINESS MODELS IN SMES|ECONOMICS & SOCIOLOGY|2022|15|3|159-171|CENTER SOCIOLOGICAL RESEARCH|BOLESLAWA SMIALEGO STR 22-27, SZCZECIN, 70-347, POLAND|2022|||2071-789X|http://dx.doi.org/10.14254/2071-789X.2022/15-3/9|10.14254/2071-789X.2022/15-3/9|The importance of business models for small and medium-sized enterprises (SMEs) in terms of their competitiveness and sustainability is undoubtedly growing. The global Covid-19 pandemic even strengthens this trend. The degree of digitalization of corporate processes becomes the SME stability and development limitation. The paper submitted presents the results of research focused on the issue of digital transformation of business models on a test sample of 496 SMEs (out of which 214 operate in the manufacturing sector and industry and 218 are included in the services sector) using the method of dimensionality reduction and logit regression. The main output from the solution valid for both tested sectors is considered insufficient setting, management and evaluation of corporate processes. This applies to the main value-creating processes (input and output logistics, production, marketing and sales, service and other ancillary services) and supporting processes (purchase, scientific and technological development, human resources management and company infrastructure). In terms of the achieved degree of process digitization, an imbalance was found between the main value-creating processes and supporting processes. Investment in value-creating and supporting corporate processes are not considered an important factor for any of the sectors due to the high sensitivity of investments to the size and specialization of companies. In contrast, the higher perceived need for value chain digitization in both tested sectors, especially in the case of manufacturing and industry, is considered a very positive output. This proves the need for the digital transformation of companies and its positive impact on their profitability and competitiveness.|business model; corporate strategy; value chain; digitalization||Strakova, J (Corresponding Author), Inst Technol & Business Ceske Budejovice, Fac Coporate Strategy, Ceske Budejovice, Czech Republic. Strakova, Jarmila; Talir, Milan; Vachal, Jan, Inst Technol & Business Ceske Budejovice, Fac Coporate Strategy, Ceske Budejovice, Czech Republic.|English|
article|128|Journal Article|Alvarez I,Cilleruelo E,Zamanillo I||Q2|45|Is Formality in Knowledge Management Practices Related to the Size of Organizations? The Basque Case|HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING & SERVICE INDUSTRIES|2016|26|1|127-144|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|JAN-FEB 2016|||1090-8471|http://dx.doi.org/10.1002/hfm.20618|10.1002/hfm.20618|This article's objectives are to analyze the trends related to knowledge management process in small and medium-sized enterprises (SMEs) and to compare these findings with the conclusions of other research studies designed for SMEs and to examine the level of formality in knowledge management processes according to the size of enterprise. As well, to propose a model suited to the characteristics of the small business. The information is collected from 22 Basque Country SMEs grouped into industrial clusters, through a survey that is conducted to identify the use of practices related to knowledge management. Results show that informal practices figure prominently in the day to day of the SME and that the knowledge management process is not standardized but that is performed by the collaborative work between people, among others. Besides, the size of the SME acts as a factor in regard to the level of formality in knowledge management process. This study helps SME managers understand where the organizational knowledge is found within organizations and, consequently, to not neglect the importance of people in keeping competitiveness high. The article provides new information on how firms located in a particular region of Spain perform in relation to knowledge management, and it could be considered a sort of benchmarking practice on the behavior of SME in managing knowledge, which will be useful for the organization when taking management decisions. (C) 2015 Wiley Periodicals, Inc.|Knowledge management; Human resources; Informal practices; Leadership; Small and medium-sized enterprises||Alvarez, I (Corresponding Author), Univ Basque Country, Dept Management & Ind Engn, Fac Engn, Alameda Urquijo S-N, Bilbao 48013, Spain. Alvarez, Izaskun; Cilleruelo, Ernesto; Zamanillo, Ibon, Univ Basque Country UPV EHU, Dept Management & Ind Engn, Bilbao, Spain.|English|
